"input","output","date","conv_id","user_id","channel_source","intencion","tipo_queja"
"solo que tengo problemas con la app ya que no me deja realizar transferencias","Lamento escuchar eso. Si tienes problemas para realizar transferencias en la app de Hey Banco, aquí hay algunos pasos que puedes seguir:

1. **Verifica tu conexión a internet**: Asegúrate de que estás conectado a una red estable.
2. **Revisa los límites de tu cuenta**: Asegúrate de que no has alcanzado el límite de transferencias de tu Cuenta Hey.
3. **Actualiza la app**: Asegúrate de que tienes la última versión de la app instalada.
4. **Reinicia la app**: A veces, cerrar y volver a abrir la app puede solucionar problemas temporales.

Si después de seguir estos pasos aún no puedes realizar transferencias, te recomiendo que llames al Centro de Atención a Clientes al 8143922626 para que te ayuden a resolverlo.

Si necesitas más ayuda o tienes alguna otra pregunta, ¡no dudes en decírmelo!",2025-10-02,"0b2adec2-0af0-4d13-8634-d55310786c10","USR-14927",1,"queja","problemas transferencias"
"lo intente veces y dice que se produce un error","Lamento escuchar eso. Si estás teniendo problemas al intentar solicitar la reposición de tu tarjeta y te aparece un error, lo mejor es que te pongas en contacto con el centro de atención a clientes. Ellos podrán revisar tu caso y ayudarte a resolverlo.

Si tienes alguna otra pregunta o necesitas más información sobre otros productos o servicios, ¡estaré encantado de ayudarte!",2025-07-19,"0b424f44-7603-4f04-9bde-4b9dce82b496","USR-07002",1,"queja","error tecnico"
"deposite por error a otra clabe de mi banco hey","Lamento escuchar que hiciste un depósito por error a otra CLABE de Hey Banco. En estos casos, lo ideal es revisar bien los datos y, si fue un error, normalmente se puede solicitar la devolución del dinero, pero esto depende de los procesos internos del banco.

Si necesitas, puedo orientarte sobre los pasos a seguir para intentar recuperar ese depósito. ¿Quieres que te ayude con eso o con alguna otra cosa?",2025-09-13,"0ca0c060-3617-4263-b8f4-bb9d6e3b7c8c","USR-12523",1,"queja","error tecnico"
"al solicitar mi tarjeta de credito me aparece que ya cuento con una linea de credito mas en la aplicacion no puedo ver mi linea de credito","Claro que puedo ayudarte con eso. Cuando al solicitar tu tarjeta de crédito te aparece que ya tienes línea de crédito preaprobada, pero no la ves en la app, puede ser que aún no hayas completado el proceso de activación o que la tarjeta física aún no haya llegado. 

Te recomiendo revisar en la app el 'Buzón' de notificaciones o la cintilla en la parte superior para ver el estatus del envío de tu tarjeta. Una vez que la actives, podrás ver tu línea de crédito directamente en la sección de tu tarjeta de crédito dentro de la app.

Si necesitas, puedo guiarte paso a paso para verificarlo. ¿Quieres que te ayude con eso?",2025-08-29,"0ca32475-3d71-48d8-98b0-0e1fc1f0aec0","USR-06563",1,"queja","bloqueo"
"por eso mande mensaje via whatsapp porque mi linea telefonica esta suspendida no puedo realizar llamadas ni recibirlas","Entiendo tu situación. Puedes obtener ayuda financiera a través de WhatsApp contactando a ""Hey Banco Salud Financiera"" al 8120320614. Ellos podrán asistirte con el proceso de recuperación de tu contraseña y cualquier otra consulta que tengas.

Si hay algo más en lo que pueda ayudarte, ¡no dudes en decírmelo!",2025-09-17,"0d46cadfcf73074f868cdb224d6c4c6e","USR-06926",1,"queja","bloqueo"
"el token de mi app no funciona","Lamento escuchar que tienes problemas con el token de la app. Para actualizar o activar tu token móvil, solo necesitas ingresar a la app de Hey Banco con tu usuario y contraseña. La app te guiará para instalar el token nuevamente en tu dispositivo siguiendo unos sencillos pasos.

Si no te llega el código para activar el token por SMS o correo, puede ser que tus datos de contacto no estén actualizados en la app, como tu número de celular o correo electrónico. En ese caso, te recomiendo revisar que estén correctos dentro de la aplicación.

¿Quieres que te explique paso a paso cómo instalar el token o tienes alguna otra duda relacionada? Estoy aquí para ayudarte.",2025-09-26,"0d7950d8-72f3-431b-85eb-e9c56944916f","USR-05528",1,"queja","bloqueo"
"en la app y celular de siempre no funciona quiero pagar infonavit u me dice que tiene error de token","Lamento que estés teniendo ese problema con el token en tu celular habitual, especialmente al querer hacer un pago de Infonavit. Cuando el token móvil da error al intentar liquidar una inversión o realizar un pago, puede ser un problema de sincronización o de validación del token.

Te recomiendo intentar reinstalar el token móvil en tu dispositivo siguiendo estos pasos: ingresa a la app con tu usuario y contraseña, y sigue las instrucciones para instalar el token nuevamente. Esto suele resolver errores de validación.

Si el problema persiste y te sigue apareciendo que el token está incorrecto, lo ideal es que te comuniques con el Centro de Atención a Clientes para que te brinden soporte especializado y puedan ayudarte a resolverlo.

¿Quieres que te ayude con alguna otra opción o información sobre tus pagos o productos Hey Banco? Estoy aquí para apoyarte.",2025-09-26,"0d7950d8-72f3-431b-85eb-e9c56944916f","USR-05528",1,"queja","error tecnico"
"los pagos rechazados que no hice no salen en movimientos los vi por correo","Claro, te explico. Los pagos rechazados que no realizaste no se reflejan en los movimientos de tu Cuenta Hey, pero sí te llegan notificaciones por correo para que estés al tanto de esos intentos. Esto es para protegerte y que puedas identificar cualquier actividad sospechosa. Si ves algo que no reconoces, es importante que lo revises con cuidado.

¿Quieres que te ayude a entender mejor cómo revisar tus movimientos o notificaciones? ¿O tienes alguna otra duda sobre tu cuenta?",2025-11-08,"0d962d5a-7760-4483-b3f7-825477852f01","USR-14416",1,"queja","tarjeta rechazada"
"buenos dias no puedo descargar estado de cuenta mes de febrero podrian auxiliarme me urge gracias","Lamento escuchar eso. Para descargar tu estado de cuenta del mes de febrero, asegúrate de seguir estos pasos:

1. Abre la app de Hey Banco.
2. Ve a 'Perfil' en el menú superior.
3. Selecciona 'Estado de Cuenta'.
4. Elige la fecha y la cuenta o tarjeta que quieras revisar.
5. Confirma con tu Token para la descarga.

Recuerda que los estados de cuenta están disponibles a partir de los primeros 10 días hábiles del mes siguiente, así que si aún no ha pasado ese tiempo, es normal que no lo veas. Si ya ha pasado ese tiempo y aún no puedes descargarlo, verifica que estés siguiendo los pasos correctamente.

Si necesitas más ayuda o tienes alguna otra pregunta, ¡no dudes en decírmelo!",2025-10-18,"0dffaed8-82c6-414b-92b2-1579aef99c2f","USR-02269",1,"queja","bloqueo"
"hola perfecto estoy teniendo problemas con mis transferencias estan tardando demasiado en verse reflejadas y me aparece una nota que esta en aprobacionentoncesquisiera agilizarles","Lamento escuchar eso. Las transferencias normalmente deberían reflejarse casi de inmediato. Si estás viendo que están en aprobación, te recomendaría que primero verifiques el límite de depósitos de tu Cuenta Hey. También puedes consultar el estado de la transferencia en el portal de Banxico usando el comprobante electrónico de pago (CEP) en este enlace: [Banxico CEP](https://www.banxico.org.mx/cep/).

Si después de esto aún tienes problemas, lo mejor sería que contactes al Centro de Atención a Clientes al 8143922626 para que te ayuden a resolverlo. 

¿Hay algo más con lo que te pueda ayudar?",2025-07-15,"0e0634307440decf49eb0a527c72d59a","USR-02799",1,"queja","problemas transferencias"
"necesito saber como cancelar mi deuda si ya no puedo pagarla","Entiendo  que  estás  preocupado  por  tu  deuda . Si  ya  no  puedes  pagar  tus  cuotas ,  te  recomiendo  que  revises  tus  opciones  de  pago y  veas si hay  alguna  forma  de  reestructurar  tu  deuda .  En  Hey  Banco ,  ofrecemos  opciones  de  pago  flexibles y  personalizadas  para  ayudarte a  manejar  tus  finanzas .  Puedes  contactar  con  nuestro  equipo  de  atención  al  cliente  para  discutir  tus  opciones y  encontrar  una  solución  que  se  adapte a  tus  necesidades .",2025-06-03 16:43:12.281484,"0f1668ef-611f-4987-8f7c-d4cf25bcb4e5","USR-07169",2,"queja","bloqueo"
"no puedo pagar","Lamento escuchar eso. Si tienes problemas para pagar tu crédito personal, asegúrate de tener una buena conexión a internet, que la app Hey esté actualizada y que tengas saldo disponible. Si el problema persiste, lo mejor es que te pongas en contacto con el área de cobranza al 8143922626 para que un asesor pueda ayudarte a reestructurar tu deuda.

Si necesitas más información o tienes alguna otra pregunta, ¡aquí estoy para ayudarte!",2025-10-16,"0f418388-3d06-4961-9a6c-d1475cddd00e","USR-12155",1,"queja","bloqueo"
"quiero acceder ala tarjeta de credito hace un ano que no puedo validar mi documentacion","Lamento escuchar eso. Si has tenido problemas para validar tu documentación, te recomendaría que verifiques que todos los documentos estén actualizados y que cumplan con los requisitos necesarios. Asegúrate de que tu cuenta de débito esté activa y que todas las verificaciones estén aprobadas.

Si después de esto sigues teniendo problemas, lo mejor es intentar borrar los datos de caché y almacenamiento de la app y volver a generar la solicitud. También asegúrate de tener la versión más reciente de la app instalada en tu teléfono.

Si el problema persiste, sería ideal que te pongas en contacto con el centro de atención a clientes para que te puedan ayudar de manera más específica.

Si necesitas más información o ayuda con otro tema, ¡aquí estoy para ayudarte!",2025-09-20,"0f42ca40-7991-4803-ac26-8a238ced5829","USR-01569",1,"queja","bloqueo"
"ya paso el de enero y sigo recibiendo portabilidad sin problemas debo hacer algo mas","Claro que sí, te explico. Aunque la portabilidad de nómina se canceló automáticamente el 29 de enero de 2026 debido a la actualización de Hey Banco como banco independiente, tu nómina seguirá llegando a tu Cuenta Hey sin problema mientras no realices ningún cambio. 

No es obligatorio que hagas algo más si estás conforme con que tu nómina siga llegando a Hey Banco. Sin embargo, si en algún momento quieres cambiar la portabilidad a otro banco o volver a hacerla hacia Hey, tendrás que hacer el trámite directamente con la institución que elijas.

¿Quieres que te ayude a revisar cómo hacer ese trámite o tienes alguna otra duda?",2025-11-05,"0f55e4c5-ee2a-4d8c-8714-84bfa736f27f","USR-13279",1,"queja","otro"
"por que no puedo realizar compras en amazon","Lamento escuchar eso. Si no puedes realizar compras en Amazon, asegúrate de estar utilizando tu Tarjeta de Crédito Hey y que sea la tarjeta virtual, ya que esta cuenta con un CVV dinámico que hace tus compras más seguras. 

Además, verifica que no haya algún bloqueo de emergencia en tu tarjeta y que el NIP que ingresaste sea correcto. También es importante que tengas saldo suficiente para la transacción y que revises los parámetros de compras.

Si después de esto sigues teniendo problemas, lo mejor es que contactes al Centro de Atención a Clientes al 8143922626 para obtener más ayuda. 

¿Hay algo más en lo que pueda ayudarte?",2025-08-06,"0f5fceb3-c73b-43e1-b1c7-a0f9aceb2bfa","USR-13736",1,"queja","bloqueo"
"sigo teniendo problemas me cancelan el cobro de mis compras","Lamento escuchar eso. Si tus compras están siendo canceladas, puede ser debido a varios factores. Te recomiendo que revises lo siguiente:

1. **Bloqueo de Emergencia**: Asegúrate de que no haya un bloqueo de emergencia en tu tarjeta desde la app.
2. **Saldo Suficiente**: Verifica que tengas saldo suficiente para cubrir el costo de la compra.
3. **NIP Correcto**: Asegúrate de que el NIP que ingresaste sea correcto.
4. **Parámetros de Compras**: Revisa los parámetros de compras en la app para asegurarte de que estén habilitados.

Si después de verificar todo esto sigues teniendo problemas, lo mejor es que contactes al Centro de Atención a Clientes al 8143922626 para que te ayuden a resolverlo.

¿Hay algo más con lo que te pueda apoyar?",2025-08-06,"0f5fceb3-c73b-43e1-b1c7-a0f9aceb2bfa","USR-13736",1,"queja","cargos no reconocidos"
"o sea que si quiero hacer un pago de manera fisica no puedo hacerlo mas que en seven leve y oxxo no hay ningun banco en donde pueda pagar mi tarjeta de credito sin que se me cobre comision","Entiendo  que  estás  buscando  opciones  para  pagar  tu  Tarjeta  de  Crédito  Hey  sin  costo  adicional .  En  Hey  Banco ,  puedes  pagar  tu  tarjeta  de  crédito  en  sucursales  Banregio ,  cajeros  Banregio ,  cajeros  de  Banbajio ,  Inbursa ,  HSBC ,  Mifel y  Scotiabank .  No hay  comisión  adicional  en  estos  lugares .",2025-05-13 16:33:01.08448,"0fa8e3d1-4e43-4844-868b-5e801e06dd89","USR-06544",2,"queja","bloqueo"
"mira no puedo subir mi comprobante de domicilio","Lamento que estés teniendo problemas para subir tu comprobante de domicilio. No te preocupes, normalmente si subiste un comprobante que no corresponde o no es válido, la app te dará la opción de volver a subirlo en la sección de 'documentos y validación'. 

Asegúrate de que el comprobante tenga la dirección que diste al abrir tu Cuenta Hey, que no esté vencido (no mayor a 3 meses) y que la imagen sea clara y bien encuadrada. Puedes usar recibos de teléfono fijo, agua, luz o gas.

Si después de intentar esto sigues sin poder subirlo, lo mejor es esperar entre 24 y 72 horas para que revisen tu documentación o intentar nuevamente desde esa sección.

¿Quieres que te guíe paso a paso para subirlo? ¿O tienes alguna otra duda?",2025-11-07,"0fb2449c-fc00-4623-8f00-a7b5f8e3a975","USR-14235",1,"queja","bloqueo"
